Input_pid,Output_eng
Oh baby! You too love pancake sha.,Oh baby! You really love pancake.
Pa le welcome oTRANSLATIONWelcome dad,"Welcome, dad"
U see that man coming that's my pupse.,You see that man coming? That's my father.
My guy see as you popori come from akata,"My guy, see how you show off since you came from abroad."
ur pupsi na yopi man,Your father is a wealthy man.
Why you like to dey poke nose,Why do you like to meddle?
I don pra,I have prayed.
Does she have a child?,Does she have a child?
"my presido, the meeting go start soon","My president, the meeting will start soon."
Shey you fil make am ?,Do you think you can make it?
Ogbeni plaster joorr...,"Please, apply plaster."
Quench dat stove,Turn off that stove.
this girl dey trip for my piyom,This girl is falling for my guy.
"guy dem don move my phone means mahn my phone has been stolen, guy make we de move means mahn lets b going","Mahn, my phone has been stolen. Mahn, let's be going."
orosby how u dey?,"Orosby, how are you?"
"O boy, i won prack dat girl bad bad!!","Dude, I really want to impress that girl a lot!"
I see Wole dat time wen he dey press that babe for club.,I saw Wole at that time when he was hitting on that girl at the club.
this boy wan raina me meaning this boy wan to disrespect me,This boy wants to disrespect me.
All you do when you see something you don't like is Poshey!!!,All you do when you see something you don't like is to complain!!!
Lil sam abeg you fit give me some of that your sweet pac,"Please, Lil Sam, can you give me some of your sweet pack?"
Bros the runz no pure,"Bro, the hustle is not clean."
"oya, go and turn on da plant before I miss a goal that chelsea scores.","Hurry, go and turn on the generator before I miss a goal scored by Chelsea."
I don finish am patapata,I have completely finished it.
Masquerade don captivate am? At all o.,Has the masquerade captivated him? Not at all.
De do d man pdp by commot  2k out of 5k that was given to them to give him.,They gave the man PDP by removing 2k out of the 5k that was given to them to give him.
see me see quantai don enter quanta with my papa,Look at me getting into trouble with my dad.
"dis oyibo people dey come to naija, Bola talks like oyibo, Emeka be oyibo","These white people are coming to Nigeria, Bola talks like a white person, Emeka is a white person."
I carry oluwole passport enter yankee dem send me back means i travelled on a fake passport to the U.S and i was deported.,I traveled on a fake passport to the U.S and I was deported.
Oh boy i dey hungry. Since morning na only puff puff i don chop.,"Man, I'm hungry. Since morning, I've only eaten puff puff."
Ebun just dey behave raz,Ebun is just behaving crazy.
"Oga, U go look for mi trouble I will reduce you to poto-poto!","Boss, if you look for my trouble, I will beat you to a pulp!"
E remain small I for win that game,I almost won that game.
She get big pussy,She has a big vagina.
"Na Idiot Talk Be dat, Go an Quench man.","That's a stupid thing to say, go away."
Ndiwe dey go p-h ontop of monday.,We are going to Port Harcourt on Monday.
1) The fire people have quenched the fire,The firefighters have put out the fire.
See this small pickin dey smoke cigar means look at that little kid smoking cigarette.,Look at that little kid smoking a cigarette.
forget Johnbull e na pharisee,"Forget Johnbull, he is a hypocrite."
Abeg jo ex you're so razz !,"Please, you're so uncouth!"
9ice - Party Rider,9ice - Party Rider
Shuu!! see as dis soup dry! you no fit even put small orishi-rishi since meat no dey again.,Wow!! Look at how this soup is lacking! You couldn't even add a little bit of variety since there's no more meat.
I just say make i come pour eye for your party.,I just thought I should come and take a look at your party.
Guys make we push,"Guys, let's push on."
You don see my pikin?,Have you seen my child?
I wan buy two panadol tablet. hurry up my head dey pain me.,"I want to buy two Panadol tablets. Hurry up, my head is hurting me."
If you take leg waka which time you go reach?,"If you walk, what time will you arrive?"
Chai!! Your Pata is visible in this your lil outfit o....,Wow!! Your underwear is visible in this your little outfit o....
D guy offend me unto dat babe levels but me based on who ah b i just plaster,"The guy offended me because of that girl, but based on who I am, I just let it go."
Pidgin english is a language that is very common to nigeria and pidgin english dey sweet wel wel as u speak e dey sweet.,Pidgin English is a language that is very common in Nigeria and Pidgin English is very pleasant to speak; it feels good as you speak it.
"Festus, holla at your boy now. Hook me up with that origo beyonce cd. I wan look through the booklet well well.","Festus, call your friend now. Connect me with that original Beyonce CD. I want to thoroughly look through the booklet."
"Omo make we relate means man, lets talk or have a talk.","Man, let's talk or have a talk."
Abeg rimuv that cap for your head,Please remove that cap from your head.
That babe na proper kpoti,That girl is very beautiful.
why all your friends look raz means why are all your friends rough looking?,Why are all your friends rough looking?
I jus wan relass for Oniru beach.,I just want to relax at Oniru Beach.
To put someone who commit a crime in a prisons cell,To put someone who commits a crime in a prison cell
"Emmanuel, I go rake you for field when we dey play football.","Emmanuel, I will scold you on the field when we are playing football."
"(Sai!, that Garri is so delicious)","Wow!, that Garri is so delicious."
Bob's wife don grab him remote control,Bob's wife has grabbed his remote control.
An upcoming musical artist called SMB.,An upcoming musical artist called SMB.
Chinedu like to over do,Chinedu likes to overdo it.
Na we dey run things for this town means we are in control of everything going on this town,We are in control of everything going on in this town.
"Sai!, that Garri sweet die","Wow!, that Garri is extremely sweet."
That Bros na NFA o!,That guy is a complete failure!
She is her friend,She is her friend.
Life for naija no be small thing.,Life in Nigeria is not easy.
Si dat guy ride.,That guy is very smart.
I bin dey try toast that babe but she con dey form phoné for me like say I no go school.,"I was trying to woo that girl, but she started acting snobbish towards me as if I'm uneducated."
"o'boy, i dey roll","Dude, I'm leaving."
2) The girl na mumu sha.,The girl is really foolish.
"Girl: Pepper don rest! If to say pepper neva drop I for no come see you nau. TRANSLATIONGirl: There is a lot of money or I have gotten a lot of money! If I did not get any money or get paid, I would not have come to see you","There is a lot of money or I have gotten a lot of money! If I did not get any money or get paid, I would not have come to see you."
"Emeka: Have you been to my shop?Tunde: Omo ibo! Relax, you don't have to go on and tell me it's location, I've been there before","Emeka: Have you been to my shop? Tunde: My Igbo brother! Relax, you don't have to go on and tell me its location, I've been there before."
"Na ovasabi dey kill monkey, Who no sabi go sabi, who ovasabi go kpeme","It's overconfidence that kills the monkey, those who don't know will learn, those who are overconfident will die."
"My parents go bring enuff provisions for me this Saturday! Indomie go dey, Digestive go dey, cornflakes go dey. Life go correct!","My parents will bring enough provisions for me this Saturday! There will be Indomie, Digestive, and cornflakes. Life will be good!"
"na runs girl im go carry. Man, my runs don click",He went to pick up a runs girl.
S.m zamani is a musical artist,S.m Zamani is a musical artist.
"Deya tin tu dey cost fo dat maket. Abeg prais wen yu reesh diye, make dem no du yu coni.","That thing is too expensive in that market. Please, bargain when you get there, so they don't cheat you."
see as you project just dey go senge menge,Look at how your project is just going haphazardly.
"I shagged your girl, no vex","I slept with your girl, don't be angry."
"Out of all the different shoe wey dey market, na that kito sandal wey dey reign","Out of all the different shoes in the market, it's that kito sandal that is popular."
"Oga relass, na jus play play.","Boss, relax, it's just a joke."
replica watches,replica watches
Man I won go runz jessica but her mouth dey smell today,"I want to visit Jessica for a romantic encounter, but her breath smells bad today."
kola dey enter sauthi tonite/kola is travelling to south africa tonite,Kola is traveling to South Africa tonight.
E b like sey I dey sick.,It seems like I am sick.
"The food dey nyanfu-nyanfu, enuff for everyone","The food is plenty, enough for everyone."
Wetin dey sele for dia?,What is happening over there?
This thing dey shack my head.,This thing is blowing my mind.
"we no fit learn for that class, the whole class na just sand-sand",We can't learn in that class; the whole class is just noisy.
