Input_pid,Output_eng
"Biodun na oloshi, anywhere e enter, somthin dey always miss.","Biodun is a scatterbrain, wherever he goes, something always goes missing."
All dis olosho sef no go taya..chai,ll these prostitutes too will not last long..oh my!
"dat boi na olodo, e no sabi write e papa name sef","That boy is a dullard, he doesn't even know how to write his father's name."
Anini na real omila before he kpoof.,Anini was a notorious criminal before he was caught.
1. oloomi come here I have something for you,"""Oloomi come here I have something for you"" translates to ""Friend, come here, I have something for you"""
I carry oluwole passport enter yankee dem send me back means i travelled on a fake passport to the U.S and i was deported.,"I used a fake passport to enter the United States, and they sent me back."
2. oloomi oni te mi,"My friend insulted me."""
Oga conductor ebe like say fuel don finish for your taxi o,"It seems like the fuel has finished in your taxi, boss conductor."
"Omo, you don chop that chick?","riend, have you eaten that chicken?"
"abeg, buy me any beta omo wey u see","Please, buy me any good child that you see."
Miu Miu bagMarc Jacobs bagLoewe bagJimmy Choo bagHermes bagdiscount HermesLoewecheap Chanel bagchloe bag salebuy Tods,iu Miu bagMarc Jacobs bagLoewe bagJimmy Choo bagHermes bagdiscount HermesLoewecheap Chanel bagchloe bag salebuy Tods
"Emeka: Have you been to my shop?Tunde: Omo ibo! Relax, you don't have to go on and tell me it's location, I've been there before","Emeka: Have you been to my shop? Tunde: Oh, Igbo person! Relax, you don't have to go on and tell me its location, I've been there before."
2.omoh show face,"2. The child is showing his face."""
Omoge!!! How You Dey?,irl!!! How are you?
1.omoh that girl set,"That girl is very attractive."""
Omo nna! Dem fit sell you for here! How you no go sabi yoruba?,y friend! They could sell you here! How come you don't know Yoruba?
Omor guy wetin hapun.,"The boy, what happened."
See that fine omomo.,ee that beautiful girl.
Omor He don blow like play like play,The boy has succeeded gradually.
"If u see the ofor wey dey Nengi hand ehn, u go bow.","f you see the staff in Nengi's hand, you will bow."
"My guy, as I wake up this morning, na so i just dey feel one kyne","y friend, as I woke up this morning, I just felt a certain way."
Why you dey yarn opata,hy are you talking nonsense?
that girl na opio,That girl is stubborn.
I will be going to lag ontop of the 22nd of July.,I will be going to Lagos on the 22nd of July.
Onye oshi! Onye oshi! Catch am! (Thief! Thief! catch am/stop him or her),Thief! Thief! Catch him/her!
"This one na orijo, no be panda","This is a leopard, not a panda."
Na who carry dis one come? Abeg no de yarn okpata for dis place.,Who brought this one here? Please don't speak lies in this place.
Isoko word for black magic,"The Isoko word for black magic is ""ogu."""
na so so orkrika mary dey wear means mary wears fairly used clothes all the time,Mary always wears second-hand clothes
Your oshelengen too much,Your behavior is too much.
"orobo, abeg move your yansh make i pass","Fat person, please move your buttocks so I can pass."""
sam no fit stay for sun for long ein be opulopulo,Sam cannot stay in the sun for a long time because he is fair-skinned.
Shuu!! see as dis soup dry! you no fit even put small orishi-rishi since meat no dey again.,ow!! Look at how dry this soup is! You can't even add a little bit of seasoning since there's no more meat.
Checkout dat fine Oshere,heck out that beautiful outfit.
"Omo, if yu see oll di orishi rishi wey Seun carri com from jand eh...","riend, if you see all the fancy things that Seun brought back from the UK..."
"Festus, holla at your boy now. Hook me up with that origo beyonce cd. I wan look through the booklet well well.","Festus, please call your friend now. Get me the original Beyonce CD. I want to go through the booklet thoroughly."
Ota mi no go prosper! (My enemies will not prosper),My enemies will not prosper!
God dey,God is present/exists.
London means Vagina.,London means Vagina.
D man was charge for inter d otepu London. i.e The man was charge for rape the girl.,The man was charged with raping the girl in London.
openlenge ni iyawo awilo means awilo's wife is very thin. dat babe na correct openlenge means dat gal is very lean,"Openlenge in Igbo means Awilo's wife is very thin. That babe is correct, openlenge means that girl is very lean."""
Why u wear cap like otondo?,Why are you wearing a cap like a novice?
"na wow for dis madam ooo, her over sabi too much","his madam is amazing, she knows too much."
The girl too dey do oversabi,he girl is too much of a know-it-all.
Dem dom do otumokpo for Biodun,They have deceived Biodun.
"Na ovasabi dey kill monkey, Who no sabi go sabi, who ovasabi go kpeme","t is excessive knowledge that kills a monkey, those who do not know will learn, those who have excessive knowledge will die."
1. Chinedu like to over do,Chinedu tends to overdo things.
see dis overzee wan go yankee sha,"See this person planning to travel to the United States."""
Oya na let's go there!,"ome on, let's go there!"
oboy owu don blow me,"Boy, the wind has blown me."""
oya make we start to work means lets get to work,"""Oya make we start to work"" means ""Let's get to work"" in English."
Oya oya we need to go,"et's go, we need to go"
2. Why you dey do like oyinbo pepper sef?,Why are you acting like a white person's pepper?
Babe I want to oxlade you,"Babe I want to oxlade you"" English: ""Babe, I want to serenade you"""
"dis oyibo people dey come to naija, Bola talks like oyibo, Emeka be oyibo","hese white people are coming to Nigeria, Bola speaks like a white person, Emeka acts like a white person."
see that oyinbo for there,"See that white person over there."""
The oye for this car na die,The performance of this car is exceptional.
na my paddy be that means thats my friend,That is my friend.
orosby how u dey?,"How are you, Orosby?"
Pa le welcome oTRANSLATIONWelcome dad,Welcome dad
Ndiwe dey go p-h ontop of monday.,They are going to the market on Monday.
1. Oyinbo pepper. If you eat pepper you go yellow more more.,". White people's pepper. If you eat pepper, you will become more and more fair-skinned."
Omo na OYO for all man oIt is OYO when we go an buy drinks,t is every man for himself when we go to buy drinks.
1. Lil sam abeg you fit give me some of that your sweet pac,". Lil Sam, please can you give me some of that sweet pack?"
guy that ur song dy for ozenge benge level.,he guy that your song is on a different level of enjoyment.
mummy oyoyo... mummy you are welcome,"ummy, you are fine... mummy, you are welcome."
Ugonna your Father don come back from work o.,"Ugonna, your father has returned from work."
Wetin be your palava? ehn,What is your problem? eh
Ibrahim abeg bring that packer here make I sweep the palour,"Ibrahim, please bring that dustpan here so I can sweep the living room."
Guy you don enter serious palaver,"Guy, you have gotten yourself into a serious problem."""
"My Pale and Male no dey house O!,dem  go see doctor","My father and brother are not at home, they went to see the doctor."
palle wan make you go fine Jide,He wants you to go find Jide.
"O boy, how much you dey sell this gallon of pami?","oy, how much are you selling this gallon of palm wine?"
You see Wunmi. Don't talk about her at all! At All O! She's my Padi men,ou see Wunmi. Don't talk about her at all! At all o! She's my friend.
"In English;You are in a deep trouble, This is a serious problem","n English; You are in a deep trouble, This is a serious problem."
I wan buy two panadol tablet. hurry up my head dey pain me.,"want to buy two Panadol tablets. Hurry up, my head is hurting me."
Oboy I dey para palikelecolu,I am very angry like a boiling pot.
Masquerade don captivate am? At all o.,Has the masquerade captivated him? Not at all.
1. Man I no like am wen I see girl with pancake yash,don't like it when I see a girl with artificial buttocks.
"Hey,no wan para me o","Hey, don't want to upset me."
Make we quick go before that parasite go con para this motor.,Let's hurry and leave before that troublemaker causes problems for this car.
Oh baby! You too love pancake sha.,h baby! You really love pancake too.
See as EFCC dey parade Bankole like pikin,See how EFCC is parading Bankole like a child.
1. I dey go greet papa,I am going to greet father.
shey mama bleble still dey sell paraga,Is Mama Bleble still selling paraga?
i no gabdun dis your parol jare leaf me alone.,"I don't believe your story, please leave me alone."
"omo, time don reach make up parol","riend, it's time to make up an excuse."
Abeg why you dey parole up and down this street,"Please, why are you wandering up and down this street?"
how your parle?,How are you doing?
